,region_accueil,province_accueil,commune_accueil,province_depart,commune_depart,MASCULIN,FEMININ,annee_collecte,mois_num,total
1773,Cascades,Leraba,Oueleni,Sourou,Toeni,1,1,2020,9,2
1774,Sahel,Seno,Dori,Oudalan,Gorom-gorom,16,13,2020,9,29
1775,Centre-est,Kouritenga,Kando,Soum,Arbinda,19,21,2020,9,40
1776,Est,Kompienga,Pama,Tapoa,Tambaga,9,2,2020,9,11
1777,Est,Tapoa,Diapaga,Tapoa,Logobou,10,7,2020,9,17
1778,Est,Tapoa,Diapaga,Tapoa,Tansarga,3,2,2020,9,5
1779,Est,Gourma,Matiacoali,Gourma,Matiacoali,62,62,2020,9,124
1780,Est,Tapoa,Diapaga,Tapoa,Partiaga,4,2,2020,9,6
1781,Boucle du mouhoun,Banwa,Solenzo,Kossi,Kombori,6,11,2020,9,17
1782,Boucle du mouhoun,Banwa,Sanaba,Soum,Djibo,1,6,2020,9,7
1783,Nord,Yatenga,Ouahigouya,Loroum,Titao,44,59,2020,9,103
1784,Nord,Yatenga,Ouahigouya,Yatenga,Barga,54,67,2020,9,121
1785,Nord,Yatenga,Ouahigouya,Yatenga,Koumbri,31,27,2020,9,58
1786,Sahel,Oudalan,Gorom-gorom,Soum,Koutougou,189,154,2020,9,343
1787,Sahel,Soum,Djibo,Loroum,Titao,28,41,2020,9,69
1788,Sahel,Soum,Djibo,Bam,Bourzanga,10,16,2020,9,26
1789,Hauts-bassins,Kenedougou,Banzon,Sanmatenga,Barsalogho,48,64,2020,9,112
1790,Hauts-bassins,Tuy,Hounde,Sanmatenga,Barsalogho,9,11,2020,9,20
1791,Hauts-bassins,Tuy,Hounde,Soum,Tongomayel,9,12,2020,9,21
1792,Hauts-bassins,Tuy,Hounde,Namentenga,Bouroum,3,2,2020,9,5
1793,Centre-nord,Sanmatenga,Kaya,Sanmatenga,Dablo,8,8,2020,9,16
1794,Hauts-bassins,Tuy,Hounde,Soum,Arbinda,4,8,2020,9,12
1795,Centre-est,Kouritenga,Pouytenga,Sanmatenga,Dablo,4,14,2020,9,18
1796,Centre-est,Kouritenga,Pouytenga,Namentenga,Yalgo,0,1,2020,9,1
1797,Hauts-bassins,Kenedougou,Banzon,Soum,Tongomayel,4,3,2020,9,7
1798,Hauts-bassins,Kenedougou,Banzon,Soum,Kelbo,23,11,2020,9,34
1799,Hauts-bassins,Kenedougou,Banzon,Bam,Bourzanga,2,4,2020,9,6
1800,Hauts-bassins,Kenedougou,Banzon,Oudalan,Gorom-gorom,16,12,2020,9,28
1801,Hauts-bassins,Kenedougou,Banzon,Seno,Gorgadji,7,4,2020,9,11
1802,Centre-nord,Namentenga,Bouroum,Sanmatenga,Pissila,6,8,2020,9,14
1803,Centre-nord,Namentenga,Bouroum,Namentenga,Bouroum,136,124,2020,9,260
1804,Centre-nord,Namentenga,Bouroum,Sanmatenga,Pensa,32,37,2020,9,69
1805,Centre-nord,Namentenga,Bouroum,Namentenga,Yalgo,1,2,2020,9,3
1806,Nord,Loroum,Titao,Loroum,Ouindigui,18,39,2020,9,57
1807,Centre-nord,Namentenga,Bouroum,Soum,Baraboule,1,1,2020,9,2
1808,Cascades,Comoe,Niangoloko,Soum,Arbinda,19,18,2020,9,37
1809,Nord,Loroum,Titao,Soum,Pobe-mangao,6,10,2020,9,16
1810,Cascades,Comoe,Sideradougou,Soum,Tongomayel,21,14,2020,9,35
1811,Hauts-bassins,Kenedougou,Kourouma,Sanmatenga,Barsalogho,19,30,2020,9,49
1812,Hauts-bassins,Tuy,Hounde,Soum,Kelbo,2,8,2020,9,10
1813,Centre-nord,Namentenga,Bouroum,Seno,Gorgadji,1,3,2020,9,4
1814,Centre-est,Kouritenga,Yargo,Yagha,Mansila,8,14,2020,9,22
1815,Centre-nord,Namentenga,Bouroum,Bam,Kongoussi,3,1,2020,9,4
1816,Hauts-bassins,Kenedougou,Kayan,Soum,Koutougou,14,12,2020,9,26
1817,Hauts-bassins,Kenedougou,Kayan,Sanmatenga,Dablo,2,5,2020,9,7
1818,Hauts-bassins,Kenedougou,Kayan,Sanmatenga,Barsalogho,5,3,2020,9,8
1819,Hauts-bassins,Kenedougou,Kayan,Kenedougou,Kayan,1,2,2020,9,3
1820,Cascades,Comoe,Sideradougou,Soum,Baraboule,8,4,2020,9,12
1821,Hauts-bassins,Kenedougou,Samorogouan,Sanmatenga,Barsalogho,19,13,2020,9,32
1822,Centre-est,Kouritenga,Pouytenga,Gnagna,Bilanga,0,4,2020,9,4
1823,Hauts-bassins,Kenedougou,Kayan,Soum,Djibo,9,17,2020,9,26
1824,Boucle du mouhoun,Mouhoun,Dedougou,Kossi,Sono,3,6,2020,9,9
1825,Hauts-bassins,Kenedougou,Kourouma,Soum,Arbinda,6,2,2020,9,8
1826,Hauts-bassins,Kenedougou,Kourouma,Sanmatenga,Pensa,1,3,2020,9,4
1827,Boucle du mouhoun,Mouhoun,Dedougou,Mouhoun,Dedougou,7,7,2020,9,14
1828,Centre-est,Kouritenga,Yargo,Komondjari,Gayeri,2,3,2020,9,5
1829,Hauts-bassins,Kenedougou,Djigouera,Sanmatenga,Dablo,24,31,2020,9,55
1830,Hauts-bassins,Kenedougou,Kourinion,Soum,Djibo,8,10,2020,9,18
1831,Hauts-bassins,Kenedougou,Kourinion,Sanmatenga,Barsalogho,2,6,2020,9,8
1832,Hauts-bassins,Kenedougou,Kourinion,Sanmatenga,Kaya,1,4,2020,9,5
1833,Hauts-bassins,Kenedougou,Djigouera,Sanmatenga,Barsalogho,32,56,2020,9,88
1834,Hauts-bassins,Kenedougou,Djigouera,Sanmatenga,Pissila,0,1,2020,9,1
1835,Hauts-bassins,Kenedougou,Djigouera,Namentenga,Boulsa,0,2,2020,9,2
1836,Hauts-bassins,Kenedougou,Djigouera,Soum,Baraboule,4,11,2020,9,15
1837,Hauts-bassins,Kenedougou,Djigouera,Sanmatenga,Pensa,1,1,2020,9,2
1838,Hauts-bassins,Kenedougou,Kourinion,Bam,Bourzanga,2,3,2020,9,5
1839,Hauts-bassins,Kenedougou,Djigouera,Soum,Djibo,7,10,2020,9,17
1840,Hauts-bassins,Kenedougou,Djigouera,Soum,Pobe-mangao,3,2,2020,9,5
1841,Cascades,Comoe,Niangoloko,Loroum,Solle,44,47,2020,9,91
1842,Cascades,Comoe,Niangoloko,Sanmatenga,Dablo,9,9,2020,9,18
1843,Cascades,Comoe,Ouo,Bam,Bourzanga,5,4,2020,9,9
1844,Cascades,Comoe,Ouo,Soum,Tongomayel,14,22,2020,9,36
1845,Centre-nord,Sanmatenga,Kaya,Soum,Kelbo,11,18,2020,9,29
1846,Centre-est,Koulpelogo,Comin-yanga,Gourma,Fada,5,4,2020,9,9
1847,Sahel,Soum,Kelbo,Soum,Kelbo,200,205,2020,9,405
1848,Cascades,Comoe,Niangoloko,Seno,Gorgadji,25,27,2020,9,52
1849,Cascades,Comoe,Niangoloko,Sanmatenga,Kaya,8,6,2020,9,14
1850,Cascades,Comoe,Niangoloko,Sanmatenga,Barsalogho,4,10,2020,9,14
1851,Sahel,Seno,Dori,Sanmatenga,Pensa,5,7,2020,9,12
1852,Sahel,Soum,Kelbo,Soum,Tongomayel,106,91,2020,9,197
1853,Est,Gourma,Fada,Gourma,Matiacoali,22,27,2020,9,49
1854,Nord,Zondoma,Gourcy,Loroum,Solle,1,1,2020,9,2
1855,Nord,Zondoma,Gourcy,Loroum,Titao,12,11,2020,9,23
1856,Est,Gourma,Fada,,,3,7,2020,9,10
1857,Cascades,Comoe,Sideradougou,Seno,Bani,12,17,2020,9,29
1858,Est,Gourma,Fada,Kompienga,Kompienga,5,2,2020,9,7
1859,Nord,Zondoma,Gourcy,Yatenga,Barga,68,50,2020,9,118
1860,Est,Gourma,Fada,Tapoa,Logobou,4,5,2020,9,9
1861,Centre-est,Kouritenga,Dialgaye,Gourma,Fada,8,16,2020,9,24
1862,Cascades,Comoe,Ouo,Soum,Kelbo,9,10,2020,9,19
1863,Cascades,Comoe,Ouo,Sanmatenga,Namissigma,6,6,2020,9,12
1864,Est,Gourma,Fada,Tapoa,Partiaga,6,2,2020,9,8
1865,Cascades,Comoe,Ouo,Loroum,Ouindigui,1,3,2020,9,4
1866,Sahel,Oudalan,Gorom-gorom,Seno,Dori,1,4,2020,9,5
1867,Nord,Yatenga,Oula,Soum,Tongomayel,6,4,2020,9,10
1868,Nord,Yatenga,Oula,Loroum,Solle,6,4,2020,9,10
1869,Nord,Yatenga,Oula,Soum,Kelbo,5,3,2020,9,8
1870,Nord,Yatenga,Oula,Yatenga,Thiou,13,20,2020,9,33
1871,Sahel,Soum,Djibo,Yatenga,Koumbri,0,1,2020,9,1
1872,Centre-est,Boulgou,Bissiga,Gourma,Fada,2,3,2020,9,5
1873,Centre-est,Kouritenga,Pouytenga,Soum,Djibo,5,9,2020,9,14
1874,Est,Komondjari,Gayeri,Komondjari,Bartiebougou,81,70,2020,9,151
1875,Est,Komondjari,Gayeri,Gourma,Fada,16,23,2020,9,39
1876,Nord,Yatenga,Ouahigouya,Soum,Djibo,1,3,2020,9,4
1877,Nord,Yatenga,Ouahigouya,Yatenga,Kain,4,3,2020,9,7
1878,Est,Komondjari,Gayeri,Komondjari,Gayeri,87,72,2020,9,159
1879,Hauts-bassins,Kenedougou,Samorogouan,Sanmatenga,Pensa,6,12,2020,9,18
1880,Centre-est,Kouritenga,Koupela,Kompienga,Pama,14,17,2020,9,31
1881,Hauts-bassins,Kenedougou,Samorogouan,Soum,Kelbo,6,8,2020,9,14
1882,Nord,Yatenga,Ouahigouya,Yatenga,Tangaye,8,8,2020,9,16
1883,Hauts-bassins,Kenedougou,Samorogouan,Soum,Baraboule,18,22,2020,9,40
1884,Hauts-bassins,Kenedougou,Kourinion,Soum,Arbinda,6,9,2020,9,15
1885,Hauts-bassins,Kenedougou,Samorogouan,Sourou,Toeni,2,5,2020,9,7
1886,Est,Komondjari,Gayeri,Komondjari,Foutouri,44,54,2020,9,98
1887,Est,Komondjari,Gayeri,Kompienga,Pama,25,38,2020,9,63
1888,Cascades,Comoe,Niangoloko,Sourou,Toeni,5,4,2020,10,9
1889,Cascades,Comoe,Niangoloko,Oudalan,Deou,6,6,2020,10,12
1890,Sahel,Soum,Djibo,Soum,Baraboule,526,618,2020,10,1144
1891,Cascades,Comoe,Niangoloko,Seno,Gorgadji,15,22,2020,10,37
1892,Est,Gourma,Matiacoali,Gourma,Matiacoali,799,765,2020,10,1564
1893,Cascades,Comoe,Niangoloko,Bam,Bourzanga,9,15,2020,10,24
1894,Cascades,Comoe,Niangoloko,Namentenga,Bouroum,0,2,2020,10,2
1895,Cascades,Comoe,Niangoloko,Sanmatenga,Barsalogho,59,59,2020,10,118
1896,Centre-est,Koulpelogo,Comin-yanga,Koulpelogo,Comin-yanga,216,240,2020,10,456
1897,Sahel,Oudalan,Gorom-gorom,Oudalan,Gorom-gorom,966,1079,2020,10,2045
1898,Cascades,Comoe,Niangoloko,Kossi,Barani,5,8,2020,10,13
1899,Cascades,Comoe,Sideradougou,Sanmatenga,Barsalogho,60,53,2020,10,113
1900,Sahel,Soum,Djibo,Soum,Nassoumbou,425,448,2020,10,873
1901,Sahel,Soum,Djibo,Soum,Koutougou,60,67,2020,10,127
1902,Sahel,Soum,Djibo,Soum,Tongomayel,495,570,2020,10,1065
1903,Centre-est,Kouritenga,Pouytenga,Gourma,Fada,623,859,2020,10,1482
1904,Centre-est,Kouritenga,Pouytenga,Koulpelogo,Comin-yanga,35,52,2020,10,87
1905,Sahel,Soum,Djibo,Soum,Pobe-mangao,198,190,2020,10,388
1906,Centre-est,Koulpelogo,Yargatenga,Sanmatenga,Barsalogho,0,5,2020,10,5
1907,Sahel,Soum,Djibo,Soum,Diguel,15,12,2020,10,27
1908,Sahel,Soum,Djibo,Soum,Djibo,347,358,2020,10,705
1909,Est,Tapoa,Kantchari,Tapoa,Kantchari,25,29,2020,10,54
1910,Est,Gourma,Matiacoali,Gourma,Fada,23,46,2020,10,69
1911,Est,Gourma,Fada,Gourma,Fada,2637,3260,2020,10,5897
1912,Hauts-bassins,Kenedougou,Kayan,Sanmatenga,Barsalogho,43,45,2020,10,88
1913,Est,Gnagna,Liptougou,Gnagna,Liptougou,45,30,2020,10,75
1914,Est,Gnagna,Liptougou,Gnagna,Thion,4,2,2020,10,6
1915,Est,Gnagna,Liptougou,Yagha,Boundore,3,4,2020,10,7
1916,Nord,Yatenga,Ouahigouya,Loroum,Banh,50,59,2020,10,109
1917,Hauts-bassins,Kenedougou,Kayan,Sanmatenga,Kaya,4,2,2020,10,6
1918,Hauts-bassins,Kenedougou,Kayan,Zondoma,Tougo,3,2,2020,10,5
1919,Est,Gnagna,Liptougou,Yagha,Mansila,8,5,2020,10,13
1920,Est,Gnagna,Liptougou,Komondjari,Gayeri,8,9,2020,10,17
1921,Est,Gnagna,Liptougou,Gnagna,Bogande,5,7,2020,10,12
1922,Cascades,Comoe,Niangoloko,Sanmatenga,Kaya,8,8,2020,10,16
1923,Hauts-bassins,Kenedougou,Kayan,Sanmatenga,Namissigma,3,4,2020,10,7
1924,Cascades,Comoe,Niangoloko,Soum,Arbinda,11,3,2020,10,14
1925,Cascades,Comoe,Niangoloko,Bam,Rollo,4,1,2020,10,5
1926,Sahel,Seno,Dori,Soum,Arbinda,1009,1028,2020,10,2037
1927,Nord,Zondoma,Bassi,Seno,Dori,5,4,2020,10,9
1928,Est,Gnagna,Liptougou,Yagha,Solhan,6,11,2020,10,17
1929,Cascades,Comoe,Niangoloko,Namentenga,Boala,2,2,2020,10,4
1930,Centre-est,Kouritenga,Pouytenga,Koulpelogo,Soudougui,63,79,2020,10,142
1931,Centre-nord,Bam,Sabce,Bam,Zimtenga,22,19,2020,10,41
1932,Centre-est,Kouritenga,Pouytenga,Sanmatenga,Kaya,12,17,2020,10,29
1933,Centre-est,Kouritenga,Pouytenga,Kompienga,Pama,12,22,2020,10,34
1934,Centre-est,Koulpelogo,Soudougui,Koulpelogo,Soudougui,127,124,2020,10,251
1935,Nord,Yatenga,Ouahigouya,Loroum,Titao,84,107,2020,10,191
1936,Sahel,Seno,Dori,Seno,Gorgadji,894,1034,2020,10,1928
1937,Centre-nord,Bam,Sabce,Gourma,Fada,1,2,2020,10,3
1938,Centre-nord,Bam,Sabce,Sanmatenga,Barsalogho,2,2,2020,10,4
1939,Nord,Loroum,Titao,Loroum,Titao,343,400,2020,10,743
1940,Centre-nord,Sanmatenga,Kaya,Namentenga,Bouroum,5,3,2020,10,8
1941,Centre-est,Kouritenga,Pouytenga,Namentenga,Bouroum,59,94,2020,10,153
1942,Cascades,Comoe,Sideradougou,Soum,Arbinda,67,74,2020,10,141
1943,Cascades,Comoe,Sideradougou,Soum,Kelbo,35,36,2020,10,71
1944,Cascades,Comoe,Sideradougou,Soum,Koutougou,34,43,2020,10,77
1945,Cascades,Comoe,Sideradougou,Soum,Tongomayel,62,54,2020,10,116
1946,Cascades,Comoe,Sideradougou,Soum,Baraboule,21,24,2020,10,45
1947,Cascades,Comoe,Sideradougou,Sanmatenga,Pissila,10,11,2020,10,21
1948,Cascades,Comoe,Niangoloko,Soum,Kelbo,20,26,2020,10,46
1949,Cascades,Comoe,Niangoloko,Loroum,Titao,35,23,2020,10,58
1950,Cascades,Comoe,Niangoloko,Soum,Tongomayel,14,14,2020,10,28
1951,Sahel,Soum,Djibo,Soum,Kelbo,13,21,2020,10,34
1952,Cascades,Comoe,Moussodougou,Soum,Djibo,12,14,2020,10,26
1953,Cascades,Comoe,Moussodougou,Kossi,Bomborokuy,6,2,2020,10,8
1954,Hauts-bassins,Tuy,Hounde,Bam,Zimtenga,32,47,2020,10,79
1955,Cascades,Comoe,Soubakaniedougou,Sanmatenga,Barsalogho,21,22,2020,10,43
1956,Cascades,Comoe,Soubakaniedougou,Sanmatenga,Pensa,5,3,2020,10,8
1957,Hauts-bassins,Tuy,Hounde,Soum,Kelbo,18,27,2020,10,45
1958,Hauts-bassins,Tuy,Hounde,Sanmatenga,Barsalogho,24,30,2020,10,54
1959,Cascades,Comoe,Soubakaniedougou,Sanmatenga,Namissigma,6,2,2020,10,8
1960,Centre-nord,Sanmatenga,Barsalogho,Sanmatenga,Barsalogho,121,110,2020,10,231
1961,Sahel,Soum,Djibo,Soum,Arbinda,46,49,2020,10,95
1962,Hauts-bassins,Tuy,Hounde,Sanmatenga,Pensa,77,73,2020,10,150
1963,Hauts-bassins,Tuy,Hounde,Gourma,Fada,15,17,2020,10,32
1964,Sahel,Soum,Djibo,Yagha,Sebba,2,2,2020,10,4
1965,Centre-est,Koulpelogo,Yargatenga,Gourma,Fada,1,4,2020,10,5
1966,Centre-est,Koulpelogo,Yargatenga,Kompienga,Pama,3,4,2020,10,7
1967,Hauts-bassins,Houet,Karangasso-vigue,Sanmatenga,Pensa,53,32,2020,10,85
1968,Centre-nord,Sanmatenga,Pissila,Sanmatenga,Pissila,1232,1383,2020,10,2615
1969,Cascades,Comoe,Sideradougou,Soum,Djibo,8,8,2020,10,16
1970,Centre-nord,Sanmatenga,Pissila,Sanmatenga,Pensa,50,46,2020,10,96
1971,Hauts-bassins,Kenedougou,Kourinion,Soum,Arbinda,3,4,2020,10,7
1972,Hauts-bassins,Kenedougou,Kourinion,Soum,Djibo,13,15,2020,10,28
1973,Est,Gnagna,Coalla,Gourma,Fada,35,46,2020,10,81
1974,Est,Gnagna,Coalla,Kompienga,Kompienga,27,31,2020,10,58
1975,Est,Gnagna,Coalla,Seno,Dori,15,10,2020,10,25
1976,Centre-nord,Sanmatenga,Pissila,Sanmatenga,Barsalogho,43,47,2020,10,90
1977,Hauts-bassins,Kenedougou,Kourouma,Sanmatenga,Barsalogho,64,53,2020,10,117
1978,Plateau central,Oubritenga,Zitenga,Sanmatenga,Barsalogho,5,6,2020,10,11
1979,Plateau central,Oubritenga,Zitenga,Namentenga,Bouroum,13,16,2020,10,29
1980,Centre-nord,Sanmatenga,Pissila,Soum,Kelbo,6,9,2020,10,15
1981,Hauts-bassins,Houet,Karangasso-sambla,Soum,Kelbo,36,43,2020,10,79
1982,Hauts-bassins,Houet,Karangasso-sambla,Sanmatenga,Pissila,1,4,2020,10,5
1983,Centre-nord,Sanmatenga,Pissila,Namentenga,Bouroum,10,11,2020,10,21
1984,Centre-est,Boulgou,Bittou,Sanmatenga,Barsalogho,17,25,2020,10,42
1985,Cascades,Comoe,Ouo,Bam,Bourzanga,2,2,2020,10,4
1986,Cascades,Comoe,Ouo,Sanmatenga,Barsalogho,21,26,2020,10,47
1987,Hauts-bassins,Kenedougou,Banzon,Sanmatenga,Dablo,55,61,2020,10,116
1988,Hauts-bassins,Kenedougou,Banzon,Seno,Gorgadji,14,14,2020,10,28
1989,Centre-est,Kouritenga,Koupela,Gourma,Fada,200,212,2020,10,412
1990,Centre-est,Koulpelogo,Soudougui,Koulpelogo,Sangha,3,7,2020,10,10
1991,Cascades,Comoe,Mangodara,Seno,Gorgadji,16,14,2020,10,30
1992,Cascades,Comoe,Mangodara,Sanmatenga,Pissila,3,4,2020,10,7
1993,Centre-est,Kouritenga,Dialgaye,Gourma,Fada,16,17,2020,10,33
1994,Cascades,Comoe,Mangodara,Sanmatenga,Kaya,5,1,2020,10,6
1995,Hauts-bassins,Kenedougou,Banzon,Soum,Arbinda,8,12,2020,10,20
1996,Hauts-bassins,Kenedougou,Kourouma,Sanmatenga,Pensa,27,35,2020,10,62
1997,Hauts-bassins,Kenedougou,Kourouma,Komondjari,Gayeri,20,14,2020,10,34
1998,Centre-est,Kouritenga,Kando,Gourma,Fada,51,74,2020,10,125
1999,Centre-est,Boulgou,Bittou,Sanmatenga,Pensa,18,22,2020,10,40
2000,Hauts-bassins,Kenedougou,Banzon,Sanmatenga,Barsalogho,13,32,2020,10,45
2001,Centre-est,Kouritenga,Yargo,Kompienga,Pama,3,3,2020,10,6
2002,Centre-est,Kouritenga,Yargo,Gourma,Matiacoali,1,2,2020,10,3
2003,Sahel,Yagha,Sebba,Yagha,Boundore,37,34,2020,10,71
2004,Sahel,Yagha,Sebba,Yagha,Mansila,50,42,2020,10,92
2005,Sahel,Yagha,Sebba,Yagha,Sebba,60,63,2020,10,123
2006,Est,Kompienga,Kompienga,Tapoa,Botou,5,3,2020,10,8
2007,Est,Kompienga,Kompienga,Kompienga,Kompienga,0,2,2020,10,2
2008,Hauts-bassins,Kenedougou,Samorogouan,Sanmatenga,Barsalogho,23,25,2020,10,48
2009,Hauts-bassins,Kenedougou,Samorogouan,Soum,Arbinda,6,11,2020,10,17
2010,Hauts-bassins,Kenedougou,Samorogouan,Soum,Kelbo,1,1,2020,10,2
2011,Hauts-bassins,Kenedougou,Samorogouan,Soum,Tongomayel,3,5,2020,10,8
2012,Hauts-bassins,Kenedougou,Samorogouan,Soum,Djibo,0,3,2020,10,3
2013,Sahel,Yagha,Sebba,Yagha,Solhan,2,7,2020,10,9
2014,Sahel,Yagha,Sebba,Yagha,Tankougounadie,18,14,2020,10,32
2015,Sahel,Oudalan,Gorom-gorom,Oudalan,Deou,352,358,2020,10,710
2016,Centre-est,Kouritenga,Pouytenga,Soum,Tongomayel,26,31,2020,10,57
2017,Centre-est,Kouritenga,Pouytenga,Sanmatenga,Pissila,6,6,2020,10,12
2018,Sahel,Oudalan,Gorom-gorom,Soum,Tongomayel,4,9,2020,10,13
2019,Sahel,Oudalan,Gorom-gorom,Soum,Arbinda,759,790,2020,10,1549
2020,Sahel,Oudalan,Gorom-gorom,Oudalan,Tin-akoff,236,250,2020,10,486
2021,Hauts-bassins,Tuy,Founzan,Soum,Kelbo,15,13,2020,10,28
2022,Sahel,Oudalan,Gorom-gorom,Oudalan,Markoye,61,68,2020,10,129
2023,Sahel,Oudalan,Gorom-gorom,Oudalan,Oursi,95,122,2020,10,217
2024,Sahel,Oudalan,Gorom-gorom,Seno,Gorgadji,102,132,2020,10,234
2025,Hauts-bassins,Tuy,Hounde,Bam,Kongoussi,3,3,2020,10,6
2026,Hauts-bassins,Tuy,Hounde,Soum,Arbinda,55,61,2020,10,116
2027,Hauts-bassins,Tuy,Founzan,Soum,Baraboule,7,9,2020,10,16
2028,Hauts-bassins,Tuy,Hounde,Loroum,Solle,10,18,2020,10,28
2029,Hauts-bassins,Houet,Karangasso-vigue,Sanmatenga,Barsalogho,120,137,2020,10,257
2030,Hauts-bassins,Houet,Karangasso-vigue,Soum,Djibo,23,25,2020,10,48
2031,Centre-nord,Sanmatenga,Barsalogho,Sanmatenga,Dablo,7,5,2020,10,12
2032,Centre-est,Kouritenga,Pouytenga,Komondjari,Bartiebougou,4,8,2020,10,12
2033,Sahel,Oudalan,Gorom-gorom,Namentenga,Bouroum,9,16,2020,10,25
2034,Centre-nord,Sanmatenga,Kaya,Sanmatenga,Barsalogho,6,6,2020,10,12
2035,Nord,Loroum,Titao,Loroum,Solle,85,110,2020,10,195
2036,Hauts-bassins,Houet,Peni,Sanmatenga,Pensa,17,33,2020,10,50
2037,Hauts-bassins,Houet,Peni,Soum,Arbinda,10,23,2020,10,33
2038,Hauts-bassins,Houet,Peni,Sanmatenga,Barsalogho,73,74,2020,10,147
2039,Hauts-bassins,Houet,Peni,Soum,Tongomayel,35,40,2020,10,75
2040,Hauts-bassins,Houet,Peni,Oudalan,Deou,14,16,2020,10,30
2041,Hauts-bassins,Houet,Bobo-dioulasso,Sanmatenga,Pensa,35,34,2020,10,69
2042,Centre-est,Koulpelogo,Yonde,Koulpelogo,Soudougui,2,2,2020,10,4
2043,Centre-est,Koulpelogo,Yonde,Koulpelogo,Comin-yanga,38,36,2020,10,74
2044,Hauts-bassins,Kenedougou,Samorogouan,Sanmatenga,Dablo,2,1,2020,10,3
2045,Hauts-bassins,Kenedougou,Samorogouan,Sanmatenga,Namissigma,2,7,2020,10,9
2046,Cascades,Comoe,Ouo,Soum,Tongomayel,13,10,2020,10,23
2047,Sahel,Seno,Dori,Yagha,Sebba,18,14,2020,10,32
2048,Sahel,Seno,Dori,Yagha,Mansila,38,17,2020,10,55
2049,Sahel,Oudalan,Gorom-gorom,Soum,Kelbo,4,4,2020,10,8
2050,Centre-est,Kouritenga,Pouytenga,Gourma,Matiacoali,17,25,2020,10,42
2051,Sahel,Yagha,Tankougounadie,Yagha,Tankougounadie,15,11,2020,10,26
2052,Est,Gourma,Fada,Tapoa,Logobou,9,9,2020,10,18
2053,Nord,Yatenga,Ouahigouya,Sourou,Tougan,5,4,2020,10,9
2054,Nord,Yatenga,Ouahigouya,Loroum,Solle,52,70,2020,10,122
2055,Est,Gourma,Fada,Kompienga,Kompienga,26,28,2020,10,54
2056,Hauts-bassins,Houet,Bobo-dioulasso,Sanmatenga,Barsalogho,113,151,2020,10,264
2057,Est,Komondjari,Gayeri,Komondjari,Gayeri,132,112,2020,10,244
2058,Est,Gourma,Fada,Gourma,Matiacoali,22,25,2020,10,47
2059,Sahel,Soum,Kelbo,Soum,Tongomayel,130,124,2020,10,254
2060,Sahel,Soum,Kelbo,Soum,Kelbo,197,223,2020,10,420
2061,Nord,Yatenga,Ouahigouya,Yatenga,Barga,49,69,2020,10,118
2062,Nord,Yatenga,Ouahigouya,Yatenga,Koumbri,68,81,2020,10,149
2063,Hauts-bassins,Houet,Bobo-dioulasso,Loroum,Titao,38,45,2020,10,83
2064,Hauts-bassins,Houet,Bobo-dioulasso,Sanmatenga,Kaya,63,78,2020,10,141
2065,Nord,Yatenga,Ouahigouya,Yatenga,Thiou,31,52,2020,10,83
2066,Est,Komondjari,Gayeri,Gourma,Fada,0,3,2020,10,3
2067,Est,Komondjari,Gayeri,Komondjari,Bartiebougou,80,84,2020,10,164
2068,Hauts-bassins,Houet,Bobo-dioulasso,Bam,Bourzanga,11,12,2020,10,23
2069,Centre-est,Kouritenga,Pouytenga,Komondjari,Gayeri,9,9,2020,10,18
2070,Nord,Yatenga,Rambo,Soum,Djibo,8,9,2020,10,17
2071,Cascades,Comoe,Ouo,Sanmatenga,Pensa,34,36,2020,10,70
2072,Hauts-bassins,Houet,Bobo-dioulasso,Soum,Baraboule,108,112,2020,10,220
2073,Hauts-bassins,Houet,Bobo-dioulasso,Soum,Djibo,158,144,2020,10,302
2074,Est,Gourma,Fada,Tapoa,Kantchari,0,3,2020,10,3
2075,Nord,Yatenga,Rambo,Seno,Dori,7,9,2020,10,16
2076,Nord,Loroum,Banh,Loroum,Solle,42,57,2020,10,99
2077,Nord,Passore,Bagare,Loroum,Ouindigui,9,8,2020,10,17
2078,Est,Gourma,Fada,Komondjari,Gayeri,53,59,2020,10,112
2079,Est,Gourma,Fada,Soum,Djibo,6,13,2020,10,19
2080,Est,Gourma,Fada,Soum,Nassoumbou,7,6,2020,10,13
2081,Hauts-bassins,Houet,Bobo-dioulasso,Sourou,Toeni,131,113,2020,10,244
2082,Hauts-bassins,Kenedougou,Kayan,Sanmatenga,Pissila,5,6,2020,10,11
2083,Hauts-bassins,Kenedougou,Kayan,Sanmatenga,Dablo,1,1,2020,10,2
2084,Hauts-bassins,Houet,Bobo-dioulasso,Bale,Bagassi,1,1,2020,10,2
2085,Centre-est,Kouritenga,Tensobentenga,Gourma,Fada,29,34,2020,10,63
2086,Centre-est,Koulpelogo,Soudougui,Kompienga,Pama,14,20,2020,10,34
2087,Hauts-bassins,Houet,Bama,Sanmatenga,Pensa,26,43,2020,10,69
2088,Centre-est,Kouritenga,Pouytenga,Tapoa,Namounou,3,9,2020,10,12
2089,Centre-est,Boulgou,Zoaga,Namentenga,Bouroum,57,54,2020,10,111
2090,Centre-est,Boulgou,Zoaga,Komondjari,Gayeri,28,22,2020,10,50
2091,Centre-est,Boulgou,Zoaga,Sanmatenga,Barsalogho,89,105,2020,10,194
2092,Centre-est,Boulgou,Zoaga,Sanmatenga,Pensa,42,40,2020,10,82
